Conversion run started at 2026-07-08 18:12:28
[2026-07-08 18:13:07] phase=rmd->md status=ok duration=0.249s file=Rmd/regression/40-neural-mlp.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=5.832s file=Rmd/regression/50-model-selection-tuning.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.009s file=Rmd/regression/README.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.065s file=Rmd/transf/01-sampling-random.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.110s file=Rmd/transf/02-sampling-stratified.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.054s file=Rmd/transf/03-sampling-simple.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.072s file=Rmd/transf/04-sampling-balance.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.083s file=Rmd/transf/05-sampling-groups.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.074s file=Rmd/transf/10-cleaning-na-removal.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.069s file=Rmd/transf/11-cleaning-outliers-boxplot.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.069s file=Rmd/transf/12-cleaning-outliers-gaussian.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.100s file=Rmd/transf/13-cleaning-imputation-tree.Rmd
[2026-07-08 18:13:13] phase=rmd->md status=ok duration=0.098s file=Rmd/transf/20-scaling-minmax.Rmd
[2026-07-08 18:13:14] phase=rmd->md status=ok duration=0.131s file=Rmd/transf/21-scaling-zscore.Rmd
[2026-07-08 18:13:14] phase=rmd->md status=ok duration=0.075s file=Rmd/transf/30-encoding-categorical-mapping.Rmd
[2026-07-08 18:13:14] phase=rmd->md status=ok duration=0.054s file=Rmd/transf/31-encoding-hierarchy-cut.Rmd
[2026-07-08 18:13:14] phase=rmd->md status=ok duration=0.052s file=Rmd/transf/32-feature-generation.Rmd
[2026-07-08 18:13:14] phase=rmd->md status=ok duration=0.152s file=Rmd/transf/40-smoothing-interval.Rmd
[2026-07-08 18:13:14] phase=rmd->md status=ok duration=0.150s file=Rmd/transf/41-smoothing-frequency.Rmd
[2026-07-08 18:13:14] phase=rmd->md status=ok duration=0.252s file=Rmd/transf/42-smoothing-clustering.Rmd
[2026-07-08 18:13:14] phase=rmd->md status=ok duration=0.063s file=Rmd/transf/43-smoothing-generic.Rmd
[2026-07-08 18:13:14] phase=rmd->md status=ok duration=0.117s file=Rmd/transf/44-smoothing-quantization.Rmd
[2026-07-08 18:13:15] phase=rmd->md status=ok duration=0.139s file=Rmd/transf/50-balancing-oversampling.Rmd
[2026-07-08 18:13:15] phase=rmd->md status=ok duration=0.062s file=Rmd/transf/51-balancing-subsampling.Rmd
[2026-07-08 18:13:15] phase=rmd->md status=ok duration=0.102s file=Rmd/transf/60-feature-selection-information-gain.Rmd
[2026-07-08 18:13:15] phase=rmd->md status=ok duration=0.075s file=Rmd/transf/61-feature-selection-relief.Rmd
[2026-07-08 18:13:15] phase=rmd->md status=ok duration=0.231s file=Rmd/transf/62-feature-selection-stepwise.Rmd
[2026-07-08 18:13:15] phase=rmd->md status=ok duration=0.135s file=Rmd/transf/63-feature-selection-lasso.Rmd
[2026-07-08 18:13:15] phase=rmd->md status=ok duration=0.109s file=Rmd/transf/64-feature-selection-fss.Rmd
[2026-07-08 18:13:15] phase=rmd->md status=ok duration=0.087s file=Rmd/transf/70-dimensionality-pca.Rmd
[2026-07-08 18:13:16] phase=rmd->md status=ok duration=0.890s file=Rmd/transf/71-curvature-minimum.Rmd
[2026-07-08 18:13:18] phase=rmd->md status=ok duration=1.278s file=Rmd/transf/72-curvature-maximum.Rmd
[2026-07-08 18:13:18] phase=rmd->md status=ok duration=0.241s file=Rmd/transf/80-aggregation-by-group.Rmd
[2026-07-08 18:13:18] phase=rmd->md status=ok duration=0.010s file=Rmd/transf/README.Rmd
[2026-07-08 18:13:18] phase=rmd->md status=ok duration=0.095s file=Rmd/tutorial/01-first-experiment.Rmd
[2026-07-08 18:13:18] phase=rmd->md status=ok duration=0.125s file=Rmd/tutorial/02-sampling-strategy.Rmd
[2026-07-08 18:13:18] phase=rmd->md status=ok duration=0.097s file=Rmd/tutorial/03-data-quality-and-cleaning.Rmd
[2026-07-08 18:13:18] phase=rmd->md status=ok duration=0.086s file=Rmd/tutorial/04-preprocessing-basics.Rmd
[2026-07-08 18:13:18] phase=rmd->md status=ok duration=0.117s file=Rmd/tutorial/10-baseline-classification.Rmd
[2026-07-08 18:13:18] phase=rmd->md status=ok duration=0.104s file=Rmd/tutorial/11-metrics-and-evaluation.Rmd
[2026-07-08 18:13:19] phase=rmd->md status=ok duration=0.130s file=Rmd/tutorial/12-model-comparison.Rmd
[2026-07-08 18:13:19] phase=rmd->md status=ok duration=0.797s file=Rmd/tutorial/13-tuning-workflow.Rmd
[2026-07-08 18:13:19] phase=rmd->md status=ok duration=0.133s file=Rmd/tutorial/20-end-to-end-classification-pipeline.Rmd
[2026-07-08 18:13:20] phase=rmd->md status=ok duration=0.098s file=Rmd/tutorial/21-regression-workflow.Rmd
[2026-07-08 18:13:20] phase=rmd->md status=ok duration=0.226s file=Rmd/tutorial/22-clustering-workflow.Rmd
[2026-07-08 18:13:20] phase=rmd->md status=ok duration=0.359s file=Rmd/tutorial/30-visual-analysis-and-reporting.Rmd
[2026-07-08 18:13:20] phase=rmd->md status=ok duration=0.144s file=Rmd/tutorial/31-custom-extension.Rmd
[2026-07-08 18:13:20] phase=rmd->md status=ok duration=0.010s file=Rmd/tutorial/README.Rmd
[2026-07-08 18:13:21] phase=rmd->docx status=ok duration=0.445s file=Rmd/classification/01-baseline-majority.Rmd
[2026-07-08 18:13:21] phase=rmd->docx status=ok duration=0.411s file=Rmd/classification/02-interpretable-tree.Rmd
[2026-07-08 18:13:22] phase=rmd->docx status=ok duration=0.450s file=Rmd/classification/10-instance-based-knn.Rmd
[2026-07-08 18:13:22] phase=rmd->docx status=ok duration=0.427s file=Rmd/classification/11-probabilistic-naive-bayes.Rmd
[2026-07-08 18:13:22] phase=rmd->docx status=ok duration=0.377s file=Rmd/classification/12-ensemble-random-forest.Rmd
[2026-07-08 18:13:23] phase=rmd->docx status=ok duration=0.411s file=Rmd/classification/13-margin-svm.Rmd
[2026-07-08 18:13:23] phase=rmd->docx status=ok duration=0.408s file=Rmd/classification/14-neural-mlp.Rmd
[2026-07-08 18:13:24] phase=rmd->docx status=ok duration=0.513s file=Rmd/classification/15-ensemble-bagging.Rmd
[2026-07-08 18:13:25] phase=rmd->docx status=ok duration=0.980s file=Rmd/classification/16-ensemble-boosting.Rmd
[2026-07-08 18:13:25] phase=rmd->docx status=ok duration=0.405s file=Rmd/classification/17-linear-logistic-glm.Rmd
[2026-07-08 18:13:26] phase=rmd->docx status=ok duration=0.501s file=Rmd/classification/18-linear-logistic-glmnet.Rmd
[2026-07-08 18:13:26] phase=rmd->docx status=ok duration=0.412s file=Rmd/classification/19-probabilistic-multinomial.Rmd
[2026-07-08 18:13:31] phase=rmd->docx status=ok duration=4.618s file=Rmd/classification/20-model-selection-tuning.Rmd
[2026-07-08 18:13:31] phase=rmd->docx status=ok duration=0.414s file=Rmd/classification/21-tree-rpart.Rmd
[2026-07-08 18:13:32] phase=rmd->docx status=ok duration=0.426s file=Rmd/classification/22-boosting-xgboost.Rmd
[2026-07-08 18:13:32] phase=rmd->docx status=ok duration=0.073s file=Rmd/classification/README.Rmd
[2026-07-08 18:13:32] phase=rmd->docx status=ok duration=0.468s file=Rmd/clustering/01-partitional-kmeans.Rmd
[2026-07-08 18:13:33] phase=rmd->docx status=ok duration=0.446s file=Rmd/clustering/02-medoid-pam.Rmd
[2026-07-08 18:13:33] phase=rmd->docx status=ok duration=0.395s file=Rmd/clustering/10-density-dbscan.Rmd
[2026-07-08 18:13:33] phase=rmd->docx status=ok duration=0.439s file=Rmd/clustering/11-fuzzy-cmeans.Rmd
[2026-07-08 18:13:34] phase=rmd->docx status=ok duration=0.469s file=Rmd/clustering/12-model-based-gmm.Rmd
[2026-07-08 18:13:35] phase=rmd->docx status=ok duration=0.852s file=Rmd/clustering/13-hierarchical-hclust.Rmd
[2026-07-08 18:13:35] phase=rmd->docx status=ok duration=0.580s file=Rmd/clustering/14-graph-louvain.Rmd
[2026-07-08 18:13:36] phase=rmd->docx status=ok duration=0.743s file=Rmd/clustering/19-custom-evaluation.Rmd
[2026-07-08 18:13:37] phase=rmd->docx status=ok duration=0.706s file=Rmd/clustering/20-model-selection-tuning.Rmd
[2026-07-08 18:13:37] phase=rmd->docx status=ok duration=0.097s file=Rmd/clustering/README.Rmd
[2026-07-08 18:13:37] phase=rmd->docx status=ok duration=0.351s file=Rmd/custom/01-custom-transformation.Rmd
[2026-07-08 18:13:38] phase=rmd->docx status=ok duration=0.442s file=Rmd/custom/10-custom-classification.Rmd
[2026-07-08 18:13:38] phase=rmd->docx status=ok duration=0.527s file=Rmd/custom/20-custom-regression.Rmd
[2026-07-08 18:13:39] phase=rmd->docx status=ok duration=0.455s file=Rmd/custom/30-custom-clustering.Rmd
[2026-07-08 18:13:39] phase=rmd->docx status=ok duration=0.318s file=Rmd/custom/40-autoencoder-base-encoder.Rmd
[2026-07-08 18:13:39] phase=rmd->docx status=ok duration=0.354s file=Rmd/custom/41-autoencoder-base-encoder-decoder.Rmd
[2026-07-08 18:13:40] phase=rmd->docx status=ok duration=0.317s file=Rmd/custom/50-pattern-miner-base.Rmd
[2026-07-08 18:13:40] phase=rmd->docx status=ok duration=0.066s file=Rmd/custom/README.Rmd
[2026-07-08 18:13:41] phase=rmd->docx status=ok duration=1.477s file=Rmd/graphics/01-comparison-bar.Rmd
[2026-07-08 18:13:42] phase=rmd->docx status=ok duration=0.764s file=Rmd/graphics/02-comparison-bar-with-error.Rmd
[2026-07-08 18:13:43] phase=rmd->docx status=ok duration=0.808s file=Rmd/graphics/03-comparison-grouped-bar.Rmd
[2026-07-08 18:13:43] phase=rmd->docx status=ok duration=0.787s file=Rmd/graphics/04-comparison-stacked-bar.Rmd
[2026-07-08 18:13:45] phase=rmd->docx status=ok duration=1.196s file=Rmd/graphics/05-comparison-lollipop.Rmd
[2026-07-08 18:13:45] phase=rmd->docx status=ok duration=0.772s file=Rmd/graphics/06-proportion-pie.Rmd
[2026-07-08 18:13:46] phase=rmd->docx status=ok duration=0.832s file=Rmd/graphics/07-profile-radar.Rmd
[2026-07-08 18:13:49] phase=rmd->docx status=ok duration=2.414s file=Rmd/graphics/10-distribution-histogram.Rmd
[2026-07-08 18:13:50] phase=rmd->docx status=ok duration=1.544s file=Rmd/graphics/11-distribution-density.Rmd
[2026-07-08 18:13:51] phase=rmd->docx status=ok duration=1.233s file=Rmd/graphics/12-distribution-boxplot.Rmd
[2026-07-08 18:13:52] phase=rmd->docx status=ok duration=0.808s file=Rmd/graphics/13-distribution-boxplot-by-class.Rmd
[2026-07-08 18:13:53] phase=rmd->docx status=ok duration=0.907s file=Rmd/graphics/14-distribution-density-by-class.Rmd
[2026-07-08 18:13:54] phase=rmd->docx status=ok duration=0.757s file=Rmd/graphics/20-relationship-scatter.Rmd
[2026-07-08 18:13:55] phase=rmd->docx status=ok duration=0.740s file=Rmd/graphics/21-relationship-points.Rmd
[2026-07-08 18:13:55] phase=rmd->docx status=ok duration=0.742s file=Rmd/graphics/22-relationship-correlation.Rmd
[2026-07-08 18:13:58] phase=rmd->docx status=ok duration=3.022s file=Rmd/graphics/23-relationship-pair.Rmd
[2026-07-08 18:14:04] phase=rmd->docx status=ok duration=5.335s file=Rmd/graphics/24-relationship-pair-advanced.Rmd
[2026-07-08 18:14:04] phase=rmd->docx status=ok duration=0.601s file=Rmd/graphics/25-relationship-parallel.Rmd
[2026-07-08 18:14:05] phase=rmd->docx status=ok duration=0.735s file=Rmd/graphics/26-relationship-pixel.Rmd
[2026-07-08 18:14:06] phase=rmd->docx status=ok duration=0.959s file=Rmd/graphics/27-relationship-dendrogram.Rmd
[2026-07-08 18:14:07] phase=rmd->docx status=ok duration=0.995s file=Rmd/graphics/30-time-series-lines.Rmd
[2026-07-08 18:14:08] phase=rmd->docx status=ok duration=0.714s file=Rmd/graphics/31-time-series-basic.Rmd
[2026-07-08 18:14:09] phase=rmd->docx status=ok duration=0.809s file=Rmd/graphics/32-time-series-forecast.Rmd
[2026-07-08 18:14:10] phase=rmd->docx status=ok duration=1.480s file=Rmd/graphics/40-export-save-pdf.Rmd
[2026-07-08 18:14:11] phase=rmd->docx status=ok duration=1.169s file=Rmd/graphics/41-export-save-jpg.Rmd
[2026-07-08 18:14:12] phase=rmd->docx status=ok duration=0.290s file=Rmd/graphics/README.Rmd
[2026-07-08 18:14:12] phase=rmd->docx status=ok duration=0.621s file=Rmd/patterns/01-apriori-rules.Rmd
[2026-07-08 18:14:13] phase=rmd->docx status=ok duration=0.599s file=Rmd/patterns/10-eclat-itemsets.Rmd
[2026-07-08 18:14:13] phase=rmd->docx status=ok duration=0.438s file=Rmd/patterns/20-cspade-sequences.Rmd
[2026-07-08 18:14:13] phase=rmd->docx status=ok duration=0.064s file=Rmd/patterns/README.Rmd
[2026-07-08 18:14:13] phase=rmd->docx status=ok duration=0.097s file=Rmd/README.Rmd
[2026-07-08 18:14:14] phase=rmd->docx status=ok duration=0.387s file=Rmd/regression/01-interpretable-tree.Rmd
[2026-07-08 18:14:14] phase=rmd->docx status=ok duration=0.402s file=Rmd/regression/10-instance-based-knn.Rmd
[2026-07-08 18:14:15] phase=rmd->docx status=ok duration=0.378s file=Rmd/regression/11-linear-model.Rmd
[2026-07-08 18:14:15] phase=rmd->docx status=ok duration=0.439s file=Rmd/regression/20-ensemble-random-forest.Rmd
[2026-07-08 18:14:15] phase=rmd->docx status=ok duration=0.441s file=Rmd/regression/30-margin-svm.Rmd
[2026-07-08 18:14:16] phase=rmd->docx status=ok duration=0.509s file=Rmd/regression/40-neural-mlp.Rmd
[2026-07-08 18:14:22] phase=rmd->docx status=ok duration=6.140s file=Rmd/regression/50-model-selection-tuning.Rmd
[2026-07-08 18:14:22] phase=rmd->docx status=ok duration=0.100s file=Rmd/regression/README.Rmd
[2026-07-08 18:14:23] phase=rmd->docx status=ok duration=0.382s file=Rmd/transf/01-sampling-random.Rmd
[2026-07-08 18:14:23] phase=rmd->docx status=ok duration=0.387s file=Rmd/transf/02-sampling-stratified.Rmd
[2026-07-08 18:14:23] phase=rmd->docx status=ok duration=0.323s file=Rmd/transf/03-sampling-simple.Rmd
[2026-07-08 18:14:24] phase=rmd->docx status=ok duration=0.378s file=Rmd/transf/04-sampling-balance.Rmd
[2026-07-08 18:14:24] phase=rmd->docx status=ok duration=0.329s file=Rmd/transf/05-sampling-groups.Rmd
[2026-07-08 18:14:24] phase=rmd->docx status=ok duration=0.350s file=Rmd/transf/10-cleaning-na-removal.Rmd
[2026-07-08 18:14:25] phase=rmd->docx status=ok duration=0.372s file=Rmd/transf/11-cleaning-outliers-boxplot.Rmd
[2026-07-08 18:14:25] phase=rmd->docx status=ok duration=0.336s file=Rmd/transf/12-cleaning-outliers-gaussian.Rmd
[2026-07-08 18:14:25] phase=rmd->docx status=ok duration=0.378s file=Rmd/transf/13-cleaning-imputation-tree.Rmd
[2026-07-08 18:14:26] phase=rmd->docx status=ok duration=0.353s file=Rmd/transf/20-scaling-minmax.Rmd
[2026-07-08 18:14:26] phase=rmd->docx status=ok duration=0.410s file=Rmd/transf/21-scaling-zscore.Rmd
[2026-07-08 18:14:27] phase=rmd->docx status=ok duration=0.368s file=Rmd/transf/30-encoding-categorical-mapping.Rmd
[2026-07-08 18:14:27] phase=rmd->docx status=ok duration=0.371s file=Rmd/transf/31-encoding-hierarchy-cut.Rmd
[2026-07-08 18:14:27] phase=rmd->docx status=ok duration=0.332s file=Rmd/transf/32-feature-generation.Rmd
[2026-07-08 18:14:28] phase=rmd->docx status=ok duration=0.435s file=Rmd/transf/40-smoothing-interval.Rmd
[2026-07-08 18:14:28] phase=rmd->docx status=ok duration=0.392s file=Rmd/transf/41-smoothing-frequency.Rmd
[2026-07-08 18:14:29] phase=rmd->docx status=ok duration=0.511s file=Rmd/transf/42-smoothing-clustering.Rmd
[2026-07-08 18:14:29] phase=rmd->docx status=ok duration=0.358s file=Rmd/transf/43-smoothing-generic.Rmd
[2026-07-08 18:14:29] phase=rmd->docx status=ok duration=0.475s file=Rmd/transf/44-smoothing-quantization.Rmd
[2026-07-08 18:14:30] phase=rmd->docx status=ok duration=0.396s file=Rmd/transf/50-balancing-oversampling.Rmd
[2026-07-08 18:14:30] phase=rmd->docx status=ok duration=0.383s file=Rmd/transf/51-balancing-subsampling.Rmd
[2026-07-08 18:14:31] phase=rmd->docx status=ok duration=0.342s file=Rmd/transf/60-feature-selection-information-gain.Rmd
[2026-07-08 18:14:31] phase=rmd->docx status=ok duration=0.382s file=Rmd/transf/61-feature-selection-relief.Rmd
[2026-07-08 18:14:31] phase=rmd->docx status=ok duration=0.490s file=Rmd/transf/62-feature-selection-stepwise.Rmd
[2026-07-08 18:14:32] phase=rmd->docx status=ok duration=0.688s file=Rmd/transf/63-feature-selection-lasso.Rmd
[2026-07-08 18:14:32] phase=rmd->docx status=ok duration=0.370s file=Rmd/transf/64-feature-selection-fss.Rmd
[2026-07-08 18:14:33] phase=rmd->docx status=ok duration=0.374s file=Rmd/transf/70-dimensionality-pca.Rmd
[2026-07-08 18:14:34] phase=rmd->docx status=ok duration=0.835s file=Rmd/transf/71-curvature-minimum.Rmd
[2026-07-08 18:14:36] phase=rmd->docx status=ok duration=1.913s file=Rmd/transf/72-curvature-maximum.Rmd
[2026-07-08 18:14:36] phase=rmd->docx status=ok duration=0.351s file=Rmd/transf/80-aggregation-by-group.Rmd
[2026-07-08 18:14:36] phase=rmd->docx status=ok duration=0.087s file=Rmd/transf/README.Rmd
[2026-07-08 18:14:36] phase=rmd->docx status=ok duration=0.417s file=Rmd/tutorial/01-first-experiment.Rmd
[2026-07-08 18:14:37] phase=rmd->docx status=ok duration=0.375s file=Rmd/tutorial/02-sampling-strategy.Rmd
[2026-07-08 18:14:37] phase=rmd->docx status=ok duration=0.408s file=Rmd/tutorial/03-data-quality-and-cleaning.Rmd
[2026-07-08 18:14:38] phase=rmd->docx status=ok duration=0.372s file=Rmd/tutorial/04-preprocessing-basics.Rmd
[2026-07-08 18:14:38] phase=rmd->docx status=ok duration=0.407s file=Rmd/tutorial/10-baseline-classification.Rmd
[2026-07-08 18:14:38] phase=rmd->docx status=ok duration=0.399s file=Rmd/tutorial/11-metrics-and-evaluation.Rmd
[2026-07-08 18:14:39] phase=rmd->docx status=ok duration=0.377s file=Rmd/tutorial/12-model-comparison.Rmd
[2026-07-08 18:14:40] phase=rmd->docx status=ok duration=1.074s file=Rmd/tutorial/13-tuning-workflow.Rmd
[2026-07-08 18:14:40] phase=rmd->docx status=ok duration=0.409s file=Rmd/tutorial/20-end-to-end-classification-pipeline.Rmd
[2026-07-08 18:14:41] phase=rmd->docx status=ok duration=0.409s file=Rmd/tutorial/21-regression-workflow.Rmd
[2026-07-08 18:14:41] phase=rmd->docx status=ok duration=0.533s file=Rmd/tutorial/22-clustering-workflow.Rmd
[2026-07-08 18:14:42] phase=rmd->docx status=ok duration=0.612s file=Rmd/tutorial/30-visual-analysis-and-reporting.Rmd
[2026-07-08 18:14:42] phase=rmd->docx status=ok duration=0.601s file=Rmd/tutorial/31-custom-extension.Rmd
